18,154,22,28,8,6,6,6,6,6
172,320,30,8,6,6,6,6,6,6
340,8,24,42,8,6,6,6,6,6
278,30,12,26,34,6,6,6,6,6
6,10,8,6,6,14,6,6,6,6
74,52,40,6,44,6,6,6,6,6
100,128,20,8,6,6,6,6,6,6
522,46,18,6,8,6,6,6,6,6
212,68,8,8,6,6,6,6,6,6
44,20,12,6,98,6,6,6,6,6
8,58,10,6,12,12,6,6,6,6
12,12,34,8,34,6,6,6,6,6
16,6,6,14,20,6,6,6,6,6
262,8,22,8,10,8,6,6,6,6
292,30,6,6,8,6,6,6,6,6
34,26,70,12,8,8,6,6,6,6
48,118,204,48,8,32,6,6,6,6
38,44,12,24,8,6,6,6,6,6
8,16,22,84,8,6,6,6,6,6
150,22,6,16,10,6,6,6,6,6
16,10,6,52,6,6,6,6,6,6
16,14,42,6,6,6,6,6,6,6
20,42,62,12,50,10,6,6,6,6
310,12,10,26,54,6,6,6,6,6
18,28,28,24,38,10,6,6,6,6
54,98,30,6,6,6,6,6,6,6
268,22,46,14,10,6,6,6,6,6
16,66,70,30,16,6,6,6,6,6
124,22,112,18,6,6,6,6,6,6
10,14,10,6,6,6,6,6,6,6
24,38,80,18,6,6,6,6,6,6
198,146,6,8,10,6,6,6,6,6
86,124,44,6,12,6,6,6,6,6
178,8,56,6,6,6,6,6,6,6
46,8,62,26,6,6,6,6,6,6
14,16,20,6,6,6,6,6,6,6
12,38,30,6,10,6,6,6,6,6
18,20,48,22,8,6,6,6,6,6
22,22,6,8,6,6,6,6,6,6
36,56,48,14,12,6,6,6,6,6
222,32,68,12,70,6,6,6,6,6
18,14,34,48,6,6,6,6,6,6
12,14,12,18,6,6,6,6,6,6
254,22,44,22,6,12,6,6,6,6
346,28,8,6,6,6,6,6,6,6
6,12,58,6,10,6,6,6,6,6
148,42,38,6,6,8,6,6,6,6
24,14,78,14,22,36,6,6,6,6
10,32,6,16,6,10,6,6,6,6
222,28,100,32,40,6,6,6,6,6
34,206,52,8,22,6,6,6,6,6
104,10,14,24,64,6,6,6,6,6
118,14,8,10,8,6,6,6,6,6
42,6,48,10,12,36,6,6,6,6
54,24,18,14,6,6,6,6,6,6
22,20,8,16,68,6,6,6,6,6
72,44,26,6,6,6,6,6,6,6
236,22,112,10,10,30,6,6,6,6
58,16,52,6,6,6,6,6,6,6
262,6,16,36,6,32,6,6,6,6
14,10,6,8,8,6,6,6,6,6
18,160,18,6,36,6,6,6,6,6
50,100,106,14,10,6,6,6,6,6
152,88,12,112,8,36,6,6,6,6
52,12,8,54,6,6,6,6,6,6
78,118,6,8,8,44,6,6,6,6
22,6,12,22,6,6,6,6,6,6
16,50,10,12,32,6,6,6,6,6
6,16,8,16,6,6,6,6,6,6
42,14,16,24,8,6,6,6,6,6
44,72,22,46,36,6,6,6,6,6
242,188,72,10,6,6,6,6,6,6
8,98,20,16,10,48,6,6,6,6
124,30,96,6,38,6,6,6,6,6
144,6,30,8,8,6,6,6,6,6
10,8,28,32,8,14,6,6,6,6
326,20,18,24,8,6,6,6,6,6
388,20,78,12,8,6,6,6,6,6
10,158,36,12,8,6,6,6,6,6
176,42,10,34,12,6,6,6,6,6
44,436,62,6,6,6,6,6,6,6
26,26,14,10,6,20,6,6,6,6
542,26,82,18,6,6,6,6,6,6
144,10,52,28,8,6,6,6,6,6
44,8,44,48,6,6,6,6,6,6
54,24,110,52,6,10,6,6,6,6
40,28,28,38,8,10,6,6,6,6
188,78,12,10,12,6,6,6,6,6
640,54,130,8,8,6,6,6,6,6
136,24,86,8,6,6,6,6,6,6
60,100,22,10,20,8,6,6,6,6
162,16,58,8,6,6,6,6,6,6
124,40,72,14,6,6,6,6,6,6
20,50,50,44,6,6,6,6,6,6
14,10,20,6,8,6,6,6,6,6
22,70,36,68,6,6,6,6,6,6
14,8,12,28,18,6,6,6,6,6
92,16,22,8,22,6,6,6,6,6
382,10,50,8,24,10,6,6,6,6
236,212,40,70,6,8,6,6,6,6
